generation,pokedex_number,name,description,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,stat_total,hp,attack,defense,sp_attack,sp_defense,speed,sound_link,image_link
4,450,Hippowdon,"Stones can get stuck in the ports on their bodies. Dwebble help dislodge such stones, so Hippowdon look after these Pokémon.",Heavyweight Pokémon,Ground,,2.0,300.0,Sand Stream,,Sand Force,525.0,108.0,112.0,118.0,68.0,72.0,47.0,https://play.pokemonshowdown.com/audio/cries/hippowdon.mp3,https://projectpokemon.org/images/normal-sprite/hippowdon.gif
4,451,Skorupi,"After burrowing into the sand, it waits patiently for prey to come near. This Pokémon and Sizzlipede share common descent.",Scorpion Pokémon,Poison,Bug,0.8,12.0,Battle Armor,Sniper,Keen Eye,330.0,40.0,50.0,90.0,30.0,55.0,65.0,https://play.pokemonshowdown.com/audio/cries/skorupi.mp3,https://projectpokemon.org/images/normal-sprite/skorupi.gif
4,452,Drapion,"Its poison is potent, but it rarely sees use. This Pokémon prefers to use physical force instead, going on rampages with its car-crushing strength.",Ogre Scorp Pokémon,Poison,Dark,1.3,61.5,Battle Armor,Sniper,Keen Eye,500.0,70.0,90.0,110.0,60.0,75.0,95.0,https://play.pokemonshowdown.com/audio/cries/drapion.mp3,https://projectpokemon.org/images/normal-sprite/drapion.gif
4,453,Croagunk,"It makes frightening noises with its poison-filled cheek sacs. When opponents flinch, Croagunk hits them with a poison jab.",Toxic Mouth Pokémon,Poison,Fighting,0.7,23.0,Anticipation,Dry Skin,Poison Touch,300.0,48.0,61.0,40.0,61.0,40.0,50.0,https://play.pokemonshowdown.com/audio/cries/croagunk.mp3,https://projectpokemon.org/images/normal-sprite/croagunk.gif
4,454,Toxicroak,It bounces toward opponents and gouges them with poisonous claws. No more than a scratch is needed to knock out its adversaries.,Toxic Mouth Pokémon,Poison,Fighting,1.3,44.4,Anticipation,Dry Skin,Poison Touch,490.0,83.0,106.0,65.0,86.0,65.0,85.0,https://play.pokemonshowdown.com/audio/cries/toxicroak.mp3,https://projectpokemon.org/images/normal-sprite/toxicroak.gif
4,455,Carnivine,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey.",Bug Catcher Pokémon,Grass,,1.4,27.0,Levitate,,,454.0,74.0,100.0,72.0,90.0,72.0,46.0,https://play.pokemonshowdown.com/audio/cries/carnivine.mp3,https://projectpokemon.org/images/normal-sprite/carnivine.gif
4,456,Finneon,"When night falls, their pink patterns begin to shine. They’re popular with divers, so there are resorts that feed them to keep them close.",Wing Fish Pokémon,Water,,0.4,7.0,Swift Swim,Storm Drain,Water Veil,330.0,49.0,49.0,56.0,49.0,61.0,66.0,https://play.pokemonshowdown.com/audio/cries/finneon.mp3,https://projectpokemon.org/images/normal-sprite/finneon.gif
4,457,Lumineon,"Deep down at the bottom of the ocean, prey is scarce. Lumineon get into fierce disputes with Lanturn over food.",Neon Pokémon,Water,,1.2,24.0,Swift Swim,Storm Drain,Water Veil,460.0,69.0,69.0,76.0,69.0,86.0,91.0,https://play.pokemonshowdown.com/audio/cries/lumineon.mp3,https://projectpokemon.org/images/normal-sprite/lumineon.gif
4,458,Mantyke,Mantyke living in Galar seem to be somewhat sluggish. The colder waters of the seas in this region may be the cause.,Kite Pokémon,Water,Flying,1.0,65.0,Swift Swim,Water Absorb,Water Veil,345.0,45.0,20.0,50.0,60.0,120.0,50.0,https://play.pokemonshowdown.com/audio/cries/mantyke.mp3,https://projectpokemon.org/images/normal-sprite/mantyke.gif
4,459,Snover,It lives on snowy mountains. It sinks its legs into the snow to absorb water and keep its own temperature down.,Frost Tree Pokémon,Grass,Ice,1.0,50.5,Snow Warning,,Soundproof,334.0,60.0,62.0,50.0,62.0,60.0,40.0,https://play.pokemonshowdown.com/audio/cries/snover.mp3,https://projectpokemon.org/images/normal-sprite/snover.gif
4,460,Abomasnow,"If it sees any packs of Darumaka going after Snover, it chases them off, swinging its sizable arms like hammers.",Frost Tree Pokémon,Grass,Ice,2.2,135.5,Snow Warning,,Soundproof,494.0,90.0,92.0,75.0,92.0,85.0,60.0,https://play.pokemonshowdown.com/audio/cries/abomasnow.mp3,https://projectpokemon.org/images/normal-sprite/abomasnow.gif
4,461,Weavile,They attack their quarry in packs. Prey as large as Mamoswine easily fall to the teamwork of a group of Weavile.,Sharp Claw Pokémon,Dark,Ice,1.1,34.0,Pressure,,Pickpocket,510.0,70.0,120.0,65.0,45.0,85.0,125.0,https://play.pokemonshowdown.com/audio/cries/weavile.mp3,https://projectpokemon.org/images/normal-sprite/weavile.gif
4,462,Magnezone,Some say that Magnezone receives signals from space via the antenna on its head and that it’s being controlled by some mysterious being.,Magnet Area Pokémon,Electric,Steel,1.2,180.0,Magnet Pull,Sturdy,Analytic,535.0,70.0,70.0,115.0,130.0,90.0,60.0,https://play.pokemonshowdown.com/audio/cries/magnezone.mp3,https://projectpokemon.org/images/normal-sprite/magnezone.gif
4,463,Lickilicky,Lickilicky’s strange tongue can stretch to many times the length of its body. No one has figured out how Lickilicky’s tongue can stretch so far.,Licking Pokémon,Normal,,1.7,140.0,Own Tempo,Oblivious,Cloud Nine,515.0,110.0,85.0,95.0,80.0,95.0,50.0,https://play.pokemonshowdown.com/audio/cries/lickilicky.mp3,https://projectpokemon.org/images/normal-sprite/lickilicky.gif
4,464,Rhyperior,It can load up to three projectiles per arm into the holes in its hands. What launches out of those holes could be either rocks or Roggenrola.,Drill Pokémon,Ground,Rock,2.4,282.8,Lightning Rod,Solid Rock,Reckless,535.0,115.0,140.0,130.0,55.0,55.0,40.0,https://play.pokemonshowdown.com/audio/cries/rhyperior.mp3,https://projectpokemon.org/images/normal-sprite/rhyperior.gif
4,465,Tangrowth,"Tangrowth has two arms that it can extend as it pleases. Recent research has shown that these arms are, in fact, bundles of vines.",Vine Pokémon,Grass,,2.0,128.6,Chlorophyll,Leaf Guard,Regenerator,535.0,100.0,100.0,125.0,110.0,50.0,50.0,https://play.pokemonshowdown.com/audio/cries/tangrowth.mp3,https://projectpokemon.org/images/normal-sprite/tangrowth.gif
4,466,Electivire,The amount of electrical energy this Pokémon produces is proportional to the rate of its pulse. The voltage jumps while Electivire is battling.,Thunderbolt Pokémon,Electric,,1.8,138.6,Motor Drive,,Vital Spirit,540.0,75.0,123.0,67.0,95.0,85.0,95.0,https://play.pokemonshowdown.com/audio/cries/electivire.mp3,https://projectpokemon.org/images/normal-sprite/electivire.gif
4,467,Magmortar,"When Magmortar inhales deeply, the fire burning in its belly intensifies, rising in temperature to over 3,600 degrees Fahrenheit.",Blast Pokémon,Fire,,1.6,68.0,Flame Body,,Vital Spirit,540.0,75.0,95.0,67.0,125.0,95.0,83.0,https://play.pokemonshowdown.com/audio/cries/magmortar.mp3,https://projectpokemon.org/images/normal-sprite/magmortar.gif
4,468,Togekiss,"These Pokémon are never seen anywhere near conflict or turmoil. In recent times, they’ve hardly been seen at all.",Jubilee Pokémon,Fairy,Flying,1.5,38.0,Hustle,Serene Grace,Super Luck,545.0,85.0,50.0,95.0,120.0,115.0,80.0,https://play.pokemonshowdown.com/audio/cries/togekiss.mp3,https://projectpokemon.org/images/normal-sprite/togekiss.gif
4,469,Yanmega,It prefers to battle by biting apart foes’ heads instantly while flying by at high speed.,Ogre Darner Pokémon,Bug,Flying,1.9,51.5,Speed Boost,Tinted Lens,Frisk,515.0,86.0,76.0,86.0,116.0,56.0,95.0,https://play.pokemonshowdown.com/audio/cries/yanmega.mp3,https://projectpokemon.org/images/normal-sprite/yanmega.gif
4,470,Leafeon,Galarians favor the distinctive aroma that drifts from this Pokémon’s leaves. There’s a popular perfume made using that scent.,Verdant Pokémon,Grass,,1.0,25.5,Leaf Guard,,Chlorophyll,525.0,65.0,110.0,130.0,60.0,65.0,95.0,https://play.pokemonshowdown.com/audio/cries/leafeon.mp3,https://projectpokemon.org/images/normal-sprite/leafeon.gif
4,471,Glaceon,Any who become captivated by the beauty of the snowfall that Glaceon creates will be frozen before they know it.,Fresh Snow Pokémon,Ice,,0.8,25.9,Snow Cloak,,Ice Body,525.0,65.0,60.0,110.0,130.0,95.0,65.0,https://play.pokemonshowdown.com/audio/cries/glaceon.mp3,https://projectpokemon.org/images/normal-sprite/glaceon.gif
4,472,Gliscor,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!",Fang Scorp Pokémon,Ground,Flying,2.0,42.5,Hyper Cutter,Sand Veil,Poison Heal,510.0,75.0,95.0,125.0,45.0,75.0,95.0,https://play.pokemonshowdown.com/audio/cries/gliscor.mp3,https://projectpokemon.org/images/normal-sprite/gliscor.gif
4,473,Mamoswine,"This Pokémon can be spotted in wall paintings from as far back as 10,000 years ago. For a while, it was thought to have gone extinct.",Twin Tusk Pokémon,Ice,Ground,2.5,291.0,Oblivious,Snow Cloak,Thick Fat,530.0,110.0,130.0,80.0,70.0,60.0,80.0,https://play.pokemonshowdown.com/audio/cries/mamoswine.mp3,https://projectpokemon.org/images/normal-sprite/mamoswine.gif
4,474,Porygon-Z,"Porygon-Z had a program installed to allow it to move between dimensions, but the program also caused instability in Porygon-Z’s behavior.",Virtual Pokémon,Normal,,0.9,34.0,Adaptability,Download,Analytic,535.0,85.0,80.0,70.0,135.0,75.0,90.0,https://play.pokemonshowdown.com/audio/cries/porygonz.mp3,https://projectpokemon.org/images/normal-sprite/porygon-z.gif
4,475,Gallade,"True to its honorable-warrior image, it uses the blades on its elbows only in defense of something or someone.",Blade Pokémon,Psychic,Fighting,1.6,52.0,Steadfast,,Justified,518.0,68.0,125.0,65.0,65.0,115.0,80.0,https://play.pokemonshowdown.com/audio/cries/gallade.mp3,https://projectpokemon.org/images/normal-sprite/gallade.gif
4,476,Probopass,"Although it can control its units known as Mini-Noses, they sometimes get lost and don’t come back.",Compass Pokémon,Rock,Steel,1.4,340.0,Sturdy,Magnet Pull,Sand Force,525.0,60.0,55.0,145.0,75.0,150.0,40.0,https://play.pokemonshowdown.com/audio/cries/probopass.mp3,https://projectpokemon.org/images/normal-sprite/probopass.gif
4,477,Dusknoir,"At the bidding of transmissions from the spirit world, it steals people and Pokémon away. No one knows whether it has a will of its own.",Gripper Pokémon,Ghost,,2.2,106.6,Pressure,,Frisk,525.0,45.0,100.0,135.0,65.0,135.0,45.0,https://play.pokemonshowdown.com/audio/cries/dusknoir.mp3,https://projectpokemon.org/images/normal-sprite/dusknoir.gif
4,478,Froslass,"After a woman met her end on a snowy mountain, her regrets lingered on. From them, this Pokémon was born. Its favorite food is frozen souls.",Snow Land Pokémon,Ice,Ghost,1.3,26.6,Snow Cloak,,Cursed Body,480.0,70.0,80.0,70.0,80.0,70.0,110.0,https://play.pokemonshowdown.com/audio/cries/froslass.mp3,https://projectpokemon.org/images/normal-sprite/froslass.gif
4,479,Rotom,One boy’s invention led to the development of many different machines that take advantage of Rotom’s unique capabilities.,Plasma Pokémon,Electric,Ghost,0.3,0.3,Levitate,,,440.0,50.0,50.0,77.0,95.0,77.0,91.0,https://play.pokemonshowdown.com/audio/cries/rotom.mp3,https://projectpokemon.org/images/normal-sprite/rotom.gif
4,480,Uxie,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.,Knowledge Pokémon,Psychic,,0.3,0.3,Levitate,,,580.0,75.0,75.0,130.0,75.0,130.0,95.0,https://play.pokemonshowdown.com/audio/cries/uxie.mp3,https://projectpokemon.org/images/normal-sprite/uxie.gif
4,481,Mesprit,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.",Emotion Pokémon,Psychic,,0.3,0.3,Levitate,,,580.0,80.0,105.0,105.0,105.0,105.0,80.0,https://play.pokemonshowdown.com/audio/cries/mesprit.mp3,https://projectpokemon.org/images/normal-sprite/mesprit.gif
4,482,Azelf,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.,Willpower Pokémon,Psychic,,0.3,0.3,Levitate,,,580.0,75.0,125.0,70.0,125.0,70.0,115.0,https://play.pokemonshowdown.com/audio/cries/azelf.mp3,https://projectpokemon.org/images/normal-sprite/azelf.gif
4,483,Dialga,A Pokémon spoken of in legend. It is said that time began moving when Dialga was born.,Temporal Pokémon,Steel,Dragon,5.4,683.0,Pressure,,Telepathy,680.0,100.0,120.0,120.0,150.0,100.0,90.0,https://play.pokemonshowdown.com/audio/cries/dialga.mp3,https://projectpokemon.org/images/normal-sprite/dialga.gif
4,484,Palkia,It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology.,Spatial Pokémon,Water,Dragon,4.2,336.0,Pressure,,Telepathy,680.0,90.0,120.0,100.0,150.0,120.0,100.0,https://play.pokemonshowdown.com/audio/cries/palkia.mp3,https://projectpokemon.org/images/normal-sprite/palkia.gif
4,485,Heatran,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,Lava Dome Pokémon,Fire,Steel,1.7,430.0,Flash Fire,,Flame Body,600.0,91.0,90.0,106.0,130.0,106.0,77.0,https://play.pokemonshowdown.com/audio/cries/heatran.mp3,https://projectpokemon.org/images/normal-sprite/heatran.gif
4,486,Regigigas,"It is said to have made Pokémon that look like itself from a special ice mountain, rocks, and magma.",Colossal Pokémon,Normal,,3.7,420.0,Slow Start,,,670.0,110.0,160.0,110.0,80.0,110.0,100.0,https://play.pokemonshowdown.com/audio/cries/regigigas.mp3,https://projectpokemon.org/images/normal-sprite/regigigas.gif
4,487,Giratina,"This Pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange.",Renegade Pokémon,Ghost,Dragon,4.5,750.0,Pressure,,Telepathy,680.0,150.0,100.0,120.0,100.0,120.0,90.0,https://play.pokemonshowdown.com/audio/cries/giratina.mp3,https://projectpokemon.org/images/normal-sprite/giratina.gif
4,488,Cresselia,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,Lunar Pokémon,Psychic,,1.5,85.6,Levitate,,,600.0,120.0,70.0,120.0,75.0,130.0,85.0,https://play.pokemonshowdown.com/audio/cries/cresselia.mp3,https://projectpokemon.org/images/normal-sprite/cresselia.gif
4,489,Phione,"When the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs.",Sea Drifter Pokémon,Water,,0.4,3.1,Hydration,,,480.0,80.0,80.0,80.0,80.0,80.0,80.0,https://play.pokemonshowdown.com/audio/cries/phione.mp3,https://projectpokemon.org/images/normal-sprite/phione.gif
4,490,Manaphy,It is born with a wondrous power that lets it bond with any kind of Pokémon.,Seafaring Pokémon,Water,,0.3,1.4,Hydration,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,https://play.pokemonshowdown.com/audio/cries/manaphy.mp3,https://projectpokemon.org/images/normal-sprite/manaphy.gif
4,491,Darkrai,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers.",Pitch-Black Pokémon,Dark,,1.5,50.5,Bad Dreams,,,600.0,70.0,90.0,90.0,135.0,90.0,125.0,https://play.pokemonshowdown.com/audio/cries/darkrai.mp3,https://projectpokemon.org/images/normal-sprite/darkrai.gif
4,492,Shaymin,It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.,Gratitude Pokémon,Grass,,0.2,2.1,Natural Cure,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,https://play.pokemonshowdown.com/audio/cries/shaymin.mp3,https://projectpokemon.org/images/normal-sprite/shaymin.gif
4,493,Arceus,"According to the legends of Sinnoh, this Pokémon emerged from an egg and shaped all there is in this world.",Alpha Pokémon,Normal,,3.2,320.0,Multitype,,,720.0,120.0,120.0,120.0,120.0,120.0,120.0,https://play.pokemonshowdown.com/audio/cries/arceus.mp3,https://projectpokemon.org/images/normal-sprite/arceus.gif
5,494,Victini,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.",Victory Pokémon,Psychic,Fire,0.4,4.0,Victory Star,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,https://play.pokemonshowdown.com/audio/cries/victini.mp3,https://projectpokemon.org/images/normal-sprite/victini.gif
5,495,Snivy,Being exposed to sunlight makes its movements swifter. It uses vines more adeptly than its hands.,Grass Snake Pokémon,Grass,,0.6,8.1,Overgrow,,Contrary,308.0,45.0,45.0,55.0,45.0,55.0,63.0,https://play.pokemonshowdown.com/audio/cries/snivy.mp3,https://projectpokemon.org/images/normal-sprite/snivy.gif
5,496,Servine,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip.",Grass Snake Pokémon,Grass,,0.8,16.0,Overgrow,,Contrary,413.0,60.0,60.0,75.0,60.0,75.0,83.0,https://play.pokemonshowdown.com/audio/cries/servine.mp3,https://projectpokemon.org/images/normal-sprite/servine.gif
5,497,Serperior,It only gives its all against strong opponents who are not fazed by the glare from Serperior’s noble eyes.,Regal Pokémon,Grass,,3.3,63.0,Overgrow,,Contrary,528.0,75.0,75.0,95.0,75.0,95.0,113.0,https://play.pokemonshowdown.com/audio/cries/serperior.mp3,https://projectpokemon.org/images/normal-sprite/serperior.gif
5,498,Tepig,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.,Fire Pig Pokémon,Fire,,0.5,9.9,Blaze,,Thick Fat,308.0,65.0,63.0,45.0,45.0,45.0,45.0,https://play.pokemonshowdown.com/audio/cries/tepig.mp3,https://projectpokemon.org/images/normal-sprite/tepig.gif
5,499,Pignite,"The more it eats, the more fuel it has to make the fire in its stomach stronger. This fills it with even more power.",Fire Pig Pokémon,Fire,Fighting,1.0,55.5,Blaze,,Thick Fat,418.0,90.0,93.0,55.0,70.0,55.0,55.0,https://play.pokemonshowdown.com/audio/cries/pignite.mp3,https://projectpokemon.org/images/normal-sprite/pignite.gif
5,500,Emboar,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.,Mega Fire Pig Pokémon,Fire,Fighting,1.6,150.0,Blaze,,Reckless,528.0,110.0,123.0,65.0,100.0,65.0,65.0,https://play.pokemonshowdown.com/audio/cries/emboar.mp3,https://projectpokemon.org/images/normal-sprite/emboar.gif
5,501,Oshawott,The scalchop on its stomach isn’t just used for battle—it can be used to break open hard berries as well.,Sea Otter Pokémon,Water,,0.5,5.9,Torrent,,Shell Armor,308.0,55.0,55.0,45.0,63.0,45.0,45.0,https://play.pokemonshowdown.com/audio/cries/oshawott.mp3,https://projectpokemon.org/images/normal-sprite/oshawott.gif
5,502,Dewott,Strict training is how it learns its flowing double-scalchop technique.,Discipline Pokémon,Water,,0.8,24.5,Torrent,,Shell Armor,413.0,75.0,75.0,60.0,83.0,60.0,60.0,https://play.pokemonshowdown.com/audio/cries/dewott.mp3,https://projectpokemon.org/images/normal-sprite/dewott.gif
5,503,Samurott,"In the time it takes a foe to blink, it can draw and sheathe the seamitars attached to its front legs.",Formidable Pokémon,Water,,1.5,94.6,Torrent,,Shell Armor,528.0,95.0,100.0,85.0,108.0,70.0,70.0,https://play.pokemonshowdown.com/audio/cries/samurott.mp3,https://projectpokemon.org/images/normal-sprite/samurott.gif
5,504,Patrat,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.",Scout Pokémon,Normal,,0.5,11.6,Run Away,Keen Eye,Analytic,255.0,45.0,55.0,39.0,35.0,39.0,42.0,https://play.pokemonshowdown.com/audio/cries/patrat.mp3,https://projectpokemon.org/images/normal-sprite/patrat.gif
5,505,Watchog,"Using luminescent matter, it makes its eyes and body glow and stuns attacking opponents.",Lookout Pokémon,Normal,,1.1,27.0,Illuminate,Keen Eye,Analytic,420.0,60.0,85.0,69.0,60.0,69.0,77.0,https://play.pokemonshowdown.com/audio/cries/watchog.mp3,https://projectpokemon.org/images/normal-sprite/watchog.gif
5,506,Lillipup,This Pokémon is courageous but also cautious. It uses the soft fur covering its face to collect information about its surroundings.,Puppy Pokémon,Normal,,0.4,4.1,Vital Spirit,Pickup,Run Away,275.0,45.0,60.0,45.0,25.0,45.0,55.0,https://play.pokemonshowdown.com/audio/cries/lillipup.mp3,https://projectpokemon.org/images/normal-sprite/lillipup.gif
5,507,Herdier,Herdier is a very smart and friendly Pokémon. So much so that there’s a theory that Herdier was the first Pokémon to partner with people.,Loyal Dog Pokémon,Normal,,0.9,14.7,Intimidate,Sand Rush,Scrappy,370.0,65.0,80.0,65.0,35.0,65.0,60.0,https://play.pokemonshowdown.com/audio/cries/herdier.mp3,https://projectpokemon.org/images/normal-sprite/herdier.gif
5,508,Stoutland,These Pokémon seem to enjoy living with humans. Even a Stoutland caught in the wild will warm up to people in about three days.,Big-Hearted Pokémon,Normal,,1.2,61.0,Intimidate,Sand Rush,Scrappy,500.0,85.0,110.0,90.0,45.0,90.0,80.0,https://play.pokemonshowdown.com/audio/cries/stoutland.mp3,https://projectpokemon.org/images/normal-sprite/stoutland.gif
5,509,Purrloin,It steals things from people just to amuse itself with their frustration. A rivalry exists between this Pokémon and Nickit.,Devious Pokémon,Dark,,0.4,10.1,Limber,Unburden,Prankster,281.0,41.0,50.0,37.0,50.0,37.0,66.0,https://play.pokemonshowdown.com/audio/cries/purrloin.mp3,https://projectpokemon.org/images/normal-sprite/purrloin.gif
5,510,Liepard,Don’t be fooled by its gorgeous fur and elegant figure. This is a moody and vicious Pokémon.,Cruel Pokémon,Dark,,1.1,37.5,Limber,Unburden,Prankster,446.0,64.0,88.0,50.0,88.0,50.0,106.0,https://play.pokemonshowdown.com/audio/cries/liepard.mp3,https://projectpokemon.org/images/normal-sprite/liepard.gif
5,511,Pansage,It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.,Grass Monkey Pokémon,Grass,,0.6,10.5,Gluttony,,Overgrow,316.0,50.0,53.0,48.0,53.0,48.0,64.0,https://play.pokemonshowdown.com/audio/cries/pansage.mp3,https://projectpokemon.org/images/normal-sprite/pansage.gif
5,512,Simisage,It attacks enemies with strikes of its thorn-covered tail. This Pokémon is wild tempered.,Thorn Monkey Pokémon,Grass,,1.1,30.5,Gluttony,,Overgrow,498.0,75.0,98.0,63.0,98.0,63.0,101.0,https://play.pokemonshowdown.com/audio/cries/simisage.mp3,https://projectpokemon.org/images/normal-sprite/simisage.gif
5,513,Pansear,"Very intelligent, it roasts berries before eating them. It likes to help people.",High Temp Pokémon,Fire,,0.6,11.0,Gluttony,,Blaze,316.0,50.0,53.0,48.0,53.0,48.0,64.0,https://play.pokemonshowdown.com/audio/cries/pansear.mp3,https://projectpokemon.org/images/normal-sprite/pansear.gif
5,514,Simisear,A flame burns inside its body. It scatters embers from its head and tail to sear its opponents.,Ember Pokémon,Fire,,1.0,28.0,Gluttony,,Blaze,498.0,75.0,98.0,63.0,98.0,63.0,101.0,https://play.pokemonshowdown.com/audio/cries/simisear.mp3,https://projectpokemon.org/images/normal-sprite/simisear.gif
5,515,Panpour,The water stored inside the tuft on its head is full of nutrients. It waters plants with it using its tail.,Spray Pokémon,Water,,0.6,13.5,Gluttony,,Torrent,316.0,50.0,53.0,48.0,53.0,48.0,64.0,https://play.pokemonshowdown.com/audio/cries/panpour.mp3,https://projectpokemon.org/images/normal-sprite/panpour.gif
5,516,Simipour,"The high-pressure water expelled from its tail is so powerful, it can destroy a concrete wall.",Geyser Pokémon,Water,,1.0,29.0,Gluttony,,Torrent,498.0,75.0,98.0,63.0,98.0,63.0,101.0,https://play.pokemonshowdown.com/audio/cries/simipour.mp3,https://projectpokemon.org/images/normal-sprite/simipour.gif
5,517,Munna,"Late at night, it appears beside people’s pillows. As it feeds on dreams, the patterns on its body give off a faint glow.",Dream Eater Pokémon,Psychic,,0.6,23.3,Forewarn,Synchronize,Telepathy,292.0,76.0,25.0,45.0,67.0,55.0,24.0,https://play.pokemonshowdown.com/audio/cries/munna.mp3,https://projectpokemon.org/images/normal-sprite/munna.gif
5,518,Musharna,"When dark mists emanate from its body, don’t get too near. If you do, your nightmares will become reality.",Drowsing Pokémon,Psychic,,1.1,60.5,Forewarn,Synchronize,Telepathy,487.0,116.0,55.0,85.0,107.0,95.0,29.0,https://play.pokemonshowdown.com/audio/cries/musharna.mp3,https://projectpokemon.org/images/normal-sprite/musharna.gif
5,519,Pidove,"Where people go, these Pokémon follow. If you’re scattering food for them, be careful—several hundred of them can gather at once.",Tiny Pigeon Pokémon,Normal,Flying,0.3,2.1,Big Pecks,Super Luck,Rivalry,264.0,50.0,55.0,50.0,36.0,30.0,43.0,https://play.pokemonshowdown.com/audio/cries/pidove.mp3,https://projectpokemon.org/images/normal-sprite/pidove.gif
5,520,Tranquill,"It can fly moderately quickly. No matter how far it travels, it can always find its way back to its master and its nest.",Wild Pigeon Pokémon,Normal,Flying,0.6,15.0,Big Pecks,Super Luck,Rivalry,358.0,62.0,77.0,62.0,50.0,42.0,65.0,https://play.pokemonshowdown.com/audio/cries/tranquill.mp3,https://projectpokemon.org/images/normal-sprite/tranquill.gif
5,521,Unfezant,"Unfezant are exceptional fliers. The females are known for their stamina, while the males outclass them in terms of speed.",Proud Pokémon,Normal,Flying,1.2,29.0,Big Pecks,Super Luck,Rivalry,488.0,80.0,115.0,80.0,65.0,55.0,93.0,https://play.pokemonshowdown.com/audio/cries/unfezant.mp3,https://projectpokemon.org/images/normal-sprite/unfezant.gif
5,522,Blitzle,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity.",Electrified Pokémon,Electric,,0.8,29.8,Lightning Rod,Motor Drive,Sap Sipper,295.0,45.0,60.0,32.0,50.0,32.0,76.0,https://play.pokemonshowdown.com/audio/cries/blitzle.mp3,https://projectpokemon.org/images/normal-sprite/blitzle.gif
5,523,Zebstrika,"When this ill-tempered Pokémon runs wild, it shoots lightning from its mane in all directions.",Thunderbolt Pokémon,Electric,,1.6,79.5,Lightning Rod,Motor Drive,Sap Sipper,497.0,75.0,100.0,63.0,80.0,63.0,116.0,https://play.pokemonshowdown.com/audio/cries/zebstrika.mp3,https://projectpokemon.org/images/normal-sprite/zebstrika.gif
5,524,Roggenrola,"It’s as hard as steel, but apparently a long soak in water will cause it to soften a bit.",Mantle Pokémon,Rock,,0.4,18.0,Sturdy,Weak Armor,Sand Force,280.0,55.0,75.0,85.0,25.0,25.0,15.0,https://play.pokemonshowdown.com/audio/cries/roggenrola.mp3,https://projectpokemon.org/images/normal-sprite/roggenrola.gif
5,525,Boldore,"If you see its orange crystals start to glow, be wary. It’s about to fire off bursts of energy.",Ore Pokémon,Rock,,0.9,102.0,Sturdy,Weak Armor,Sand Force,390.0,70.0,105.0,105.0,50.0,40.0,20.0,https://play.pokemonshowdown.com/audio/cries/boldore.mp3,https://projectpokemon.org/images/normal-sprite/boldore.gif
5,526,Gigalith,"This hardy Pokémon can often be found on construction sites and in mines, working alongside people and Copperajah.",Compressed Pokémon,Rock,,1.7,260.0,Sturdy,Sand Stream,Sand Force,515.0,85.0,135.0,130.0,60.0,80.0,25.0,https://play.pokemonshowdown.com/audio/cries/gigalith.mp3,https://projectpokemon.org/images/normal-sprite/gigalith.gif
5,527,Woobat,"While inside a cave, if you look up and see lots of heart-shaped marks lining the walls, it’s evidence that Woobat live there.",Bat Pokémon,Psychic,Flying,0.4,2.1,Unaware,Klutz,Simple,323.0,65.0,45.0,43.0,55.0,43.0,72.0,https://play.pokemonshowdown.com/audio/cries/woobat.mp3,https://projectpokemon.org/images/normal-sprite/woobat.gif
5,528,Swoobat,"Emitting powerful sound waves tires it out. Afterward, it won’t be able to fly for a little while.",Courting Pokémon,Psychic,Flying,0.9,10.5,Unaware,Klutz,Simple,425.0,67.0,57.0,55.0,77.0,55.0,114.0,https://play.pokemonshowdown.com/audio/cries/swoobat.mp3,https://projectpokemon.org/images/normal-sprite/swoobat.gif
